rpid,parent_rpid,username,content,like_count,timestamp,ip_location
296858261088,0,一天比一天好-加油,我只是一位平凡的母亲，[委屈]如今我那小小的宝贝正被病痛无情折磨，躺在医院的白色病床上。他每一声痛苦的呻吟，都像一把刀刺痛我的心[大哭]。为了她，我愿倾尽所有。然而此刻，我真的走投无路，急需大家的援手。朋友们，哪怕您只是轻轻转发这条信息，都是给孩子的一份生的希望。恳请大家伸出温暖的手帮帮我们这濒临绝望的家，拉我们一把。我们感恩戴德，愿您的日子永远被善良和温暖填充。衷心感谢！,0,1774616665,IP属地：广东
294335074465,0,不二川苦茶子,我觉得有人会隐瞒上报一些带有个人情感色彩的梦[doge_金箍],0,1774616648,IP属地：日本
296858174352,0,元琳kim,"请一桩桩一件件地梳理自己已经做到的，

请相信这些正反馈都是世界对你的鼓掌，

请相信这些还会持续发生，因为你的能力已经证明过，

请不要躲避和拒绝美好的发生，去试一下。

请在拥有的时候微笑、安心、珍惜。

请喜欢你自己，感谢你自己。请相信你值得。",0,1774616646,IP属地：中国台湾
296857856880,0,嬴阕,返校前一天补作业睡着时，会梦到自己把作业全补完了，但是凌晨醒来，发现还一笔未动,7,1774616410,IP属地：浙江
294334412609,0,离谱Absurdity,以前做过一个很真实的梦 梦里我被困在一个竖立的圆柱形透明容器里面 容器外面有两三个神秘人在操控仪器 他们用仪器往容器和我的身体里面灌入棕色的液体 灌入进来之后在梦里给我的感觉和溺水没什么区别 在梦里感觉到溺水我就惊醒了 倒也没什么吓人的点 但是让我记住这个梦这么久的原因是在我醒来之后仍然可以感到窒息感😇,0,1774616249,IP属地：广东
294334378417,0,黄金皮诺,小时候梦到自己坐着校车，然后校车旁边的瓦片突然开始被风吹动，然后就上来了一个长着花头的触手怪，走上校车，让校车一晃一晃的，然后掳走了一个孩子，最后就不见了，这种梦有过两次，故事都一样,0,1774616248,IP属地：陕西
296857444336,0,木沐叽歪,我做过5个梦，一直以为自己醒来了，但一直没醒来。真正醒来是舍友喊我说还不起床等等迟到了（高三时候），我发现自己身上都是鸡皮疙瘩，衣服也湿了，头是麻麻的。我们宿舍有个更奇妙的，我们7个试过梦到了同一个梦[喜极而泣],0,1774616202,IP属地：广东
296857405648,0,树忆维,"Ai真的太好用了，哈哈哈哈哈。

好有意思的一期视频，三连了",0,1774616175,IP属地：福建
294334266593,0,不吃洋葱___,为啥我做春天的梦时，感觉女主即熟悉又陌生 什么原理[思考][思考][思考],0,1774616151,IP属地：重庆
294334050161,0,302760,我现在天天做暗区的梦😂😂😂,0,1774616048,IP属地：贵州
296857072576,0,颜未然,有没有做过那种梦境里的地点已经成为一个熟悉的地方的梦 知道上次来过这里发生过什么,1,1774615997,IP属地：安徽
294334015409,0,藍天-,"给我印象最深的一个梦
是被蛇咬醒了",0,1774615984,IP属地：上海
296857130336,0,SIMON官号,我也做过这种差不多一个黑影站在我旁边，但是我身体动不了，眼睛可以看到然后我想尽办法醒来，最后醒来了,0,1774615970,IP属地：江西
296856992048,0,朱雀蓝,"我提出另一个角度：玄学。都是我的亲戚们梦到的。
梦a：凌晨3-5点梦到有个浑身是血的女子来家里求救，说在离家不远处遇害了。第二天警察通报说前一天晚上有一名女子被害，警察在征集线索。
梦b：2000年梦到在一栋楼里和同事a聊天。事实上，2010年才建成梦里的楼，且不认识这个同事a，2015年真的在这栋楼里和那个同事a聊天。
梦c：梦到邻居和自己道别，说自己要走了，他们前世互相认识。过了不到一周邻居离世。",0,1774615970,IP属地：江苏
296856842976,0,夢酒窝,这期好新颖 喜欢👍,0,1774615871,IP属地：江苏
294333786353,0,切尔西偶尔穿穿,想起赛斯书 梦与意识投射,0,1774615861,IP属地：浙江
294333488353,0,橘座最帅最年轻,可以找多几个床垫对比下，会更有意思。[doge],0,1774615738,IP属地：广东
294333604081,0,ngm1145145_小,有没有人在睡觉时感觉自己慢慢下坠然后坠到底突然醒来吓你一跳，然后时间才过去了几十分钟或十几分钟,0,1774615705,IP属地：福建
294333303809,0,朱拯言解说漫剪,不是都有读梦的高科技了吗，比视频转文字再转视频准多了吧,0,1774615562,IP属地：海南
294333020929,0,暗区愚医劉疯,昨天梦到出去喝水，然后被泡水里，看到光线慢慢变成可爱的线条虫子，如蚊子幼崽孑孑,0,1774615474,IP属地：山东
296856008000,0,一天比一天好-加油,我只是一位平凡的母亲，[委屈]如今我那小小的宝贝正被病痛无情折磨，躺在医院的白色病床上。他每一声痛苦的呻吟，都像一把刀刺痛我的心[大哭]。为了她，我愿倾尽所有。然而此刻，我真的走投无路，急需大家的援手。朋友们，哪怕您只是轻轻转发这条信息，都是给孩子的一份生的希望。恳请大家伸出温暖的手帮帮我们这濒临绝望的家，拉我们一把。我们感恩戴德，愿您的日子永远被善良和温暖填充。衷心感谢！,0,1774615368,IP属地：广东
296855651088,0,喵彑菌,我梦到过问同学松鼠的英文是什么，然后得到了几个字母，醒来后还没忘就赶紧去搜发现是对的。还有比如梦到写作文，记得当时有文章在我眼前掠过，是环境描写，但是醒来一个字也不记得了。最近在做关于数学题的梦，而且我能知道那个时候我处于浅睡眠，大概醒来前1个小时左右,2,1774615189,IP属地：广东
296855582944,0,饿火柴,我遇到特别害怕的噩梦时会用力闭眼蜷缩身体，之后场景大概率会消失变黑，或者直接切换场景[大笑],4,1774615187,IP属地：广西
294332591873,0,江离EL,投稿我的梦，好久之前的真的很可怕，当时记得很清楚，现在忘的差不多了,1,1774615135,IP属地：江苏
296855375024,0,--林小柒--,[脱单doge]梦到床边上站一个黑影吓我一跳，弄不了。老太爷来陪我了,0,1774614984,IP属地：江苏
294332345249,0,北斎之筆,经常做一些内容和逃亡有关的梦，大多是在楼里逃跑，或者从室外逃到楼里利用楼的构造逃跑（偶尔也会跑到室外，不过是一般不会跑到宽阔的地方，而是在有障碍物或者方便我跑回楼里的地方）。而且大多时候都处于一个我很安全，追我的事物追不上我，但是又很接近，如果我停下来它又很容易追上我的状态。有时候追我的事物已经离我很近了，但是我的状态在躲它的话它又没法找到我（比如躲柜子里、躲入人群擦肩而过但我假装不认识）。,1,1774614979,IP属地：河北
294332141345,0,修猫咻咻,好奇看完这个视频后，今晚会做什么梦？,0,1774614894,IP属地：四川
296855146208,0,掀开现在,突然想起来我幼儿园的时候做过一个梦，我梦见我在一个白色的空间里，完全没有边界就跟虚空一样，远处有几个特别扭曲的黑影正在朝我移动，我想逃跑，但是根本跑不了，感觉身体就像被定住了一样，根本无法移动，就在那几个黑影离我大概有20几米的时候，我醒了，床单已经被我的汗浸湿了，这个梦我到现在还记得真的很吓人[捂眼],1,1774614861,IP属地：河南
294332105217,0,-凶巴巴怪兽,哇靠我要删掉你，好可怕,0,1774614829,IP属地：江西
294331838449,0,水月是咸鱼王,我梦非常非常少，几乎不做梦，也记不住，从小就特别羡慕别人的梦,0,1774614762,IP属地：江苏
296854833792,0,一只小虚末,我经常做一个特别奇怪的梦，梦里一片黑漆漆的，有很多数字，那些数字加来加去，我感觉浑身软啪啪的，但当那些数字加到一百还是什么的时候，我就会突然感觉如坠深渊，空虚无助，然后又会重复加，我就一直在这两种感觉里切换，我闭上眼还能连起来，做了五六次了[笑哭],2,1774614704,IP属地：上海
296854727632,0,一枝鸟鸟鸟,"我梦到过我在梦里是17岁，就是我现在的年纪，有一天突然发现我妈妈去世了！然后我就一直在问我爸，或者问别人，最后我爸终于告诉我了，带我去了我妈的墓地，然后我发现她在我小学（大概四五年级）的时候就去世了，但是我真的直到那个时候才知道
后面我就一直在哭，好像去到了学校也在哭（我不是很记得清了），后面哭醒了，特别想找我妈，但是那个周末她刚好回老家看她妈妈了！然后我特别难过得继续去睡了（）",0,1774614560,IP属地：广东
294331500593,0,不会取名啊啊额,我小时候做过三四次同一个梦，好像是有两个影子骑士打架，一个人把另一个击杀了，每次做完我都哭着去找我妈，不知道为什么就是很恐怖[笑哭],1,1774614476,IP属地：广东
296854451952,0,liuliu在下亿晚,"其实我觉得还有个话题也可以讨论，样本可能比较少，却往往记忆深刻，过去几十年都忘不了，那就是梦游的记忆。我分享一段我很小时候梦游的多方回忆，是我小学记忆中可以说最完整的一段。
背景是小学3年级，好像07上半年天还挺冷，还没过那个学期的期中考试，我们班级传染腮腺炎，一个班48个人最后过半感染。三四线小城市住在郊区，生病都是去村里小诊所老医生的。情况是那个老医生不会开药，我在诊所挂2周的水没有用，最后去嫂子市医院挂水2天就好了。但是你想2周反复高烧挂完水好了下午又复烧从来不低于38，有时候伴随喉炎吃不下东西，天天用仙人掌贴在耳朵上，然后双手挂水挂到不好插针孔，小时候虽然挺勇敢的但是潜意识是痛苦的。
回到正题，有一次梦游，和镜子对话。前面部分已经全忘记了，但是主体是和照镜子有关的（小时候客厅有一面墙都是超大镜子）待我有明显的大脑思考时候，已经是我在和镜子里的人对话了，一边指着一边说话，说啥不清楚了，感觉讲了一分钟久，而且可以辨析出镜子里就是我自己，后来周围的环境越来越现实，就和我家里一样，然后我就渐渐醒过来了，我发现我站在和梦里一模一样的位置，就意识到我是梦游，不是做梦。实际上我有没有讲话做动作不清楚，因为如果我当时讲话的话，我妈那会儿应该会醒过来。这个梦最离谱的点在于他是做梦到梦游的现实的一个过渡，非常连贯，但过渡的点不知道，可能我在镜子面前站了半小时也不一定，也可能到和镜子里人对话都是梦，只不过最后我走到镜子面前醒过来了？。如果有人做到非常现实的梦境，那有没有可能是真实发生过然后你又自己爬到床上睡了呢？因为小时候看一些书上讲很多梦游的都是不自主的发生事情，仿佛有人操纵你的身体，你可以知道你在做梦或者梦游，但是你醒不过来，这一点就和鬼压床很相似。",1,1774614475,IP属地：江苏
294331297153,0,一定要-坚持,"打扰各位朋友，此时此刻，[抱拳]我实在难以承受内心的压力，借此机会倾诉一下我的真实感受。我是一名曾经的战士，一直奋战在前线，从未向他人寻求过帮助。然而，现在我的孩子的健康状况让我束手无策，看到她小小的身体遭受病痛折磨，我内心如同刀割。我已经竭尽全力，但仍然感到无助和沮丧。
曾经的我，为保卫国家付出一切，如今却无法守护自己的亲人。在此，我恳请大家的帮助，让我的孩子能够尽快康复。真的非常感谢大家的关心和支持！如果有附近的朋友愿意看看我们，伸出援手，我将不胜感激。关于孩子的所有情况，我都已经详细描述了，只希望能遇到有善心的人……",0,1774614344,IP属地：江苏
296854124896,0,蓝色GTRR34,啥公司啊,0,1774614286,IP属地：浙江
296854013776,0,老K永远不困,昨晚梦到和一个帝拳冠军骑马互殴，然后卸下头盔一看是柯洁,0,1774614152,IP属地：陕西
294330914817,0,午夜棠,之前做过一个梦，走在一条正在施工的路上，没有工人，粉尘很大，很安静，总是感觉身后有人在跟着我，但是只有我一个人，路永远走不到尽头。应该做过五六次，明明元素并不恐怖，但是总是被吓醒,1,1774614110,IP属地：河南
294330848417,0,炒鱼,我昨天估计太累了，做梦的时候就更累，好几个梦境杂糅，唯一让我现在还有记忆的是梦里面的两只猫，我好像在别的梦里见过。,0,1774614104,IP属地：陕西
296853661776,0,蓝星之我,我还记得二十多年前做过的梦：我在一个幽暗红光、逼仄的像螺蛳壳一样的空间里不停地奔跑。,0,1774614034,IP属地：江西
296853592416,0,稳定的响尾狗,超级有发言权的人来了，基本上每天都做梦，然后会记住梦，各种奇奇怪怪，没有逻辑的事情，现在已经记了几百个了。也是和第一位女生一样，在梦里就会想把梦给记住，自从 AI 出来后，我也尝试用 AI 去还原我的梦境，好希望我也可以使用这个软件，但是做梦太多也有苦恼,1,1774613968,IP属地：重庆
294330395329,0,吃个皇帝柑,我眼罩掉下来才会有梦，眼罩没掉完全没有梦。因为之前鬼压床多了，后面慢慢发现都是睡觉时眼睛睁开后对看到东西的想象，才开始戴眼罩。[doge_金箍],1,1774613847,IP属地：广西
294330390113,0,生如霁,有时候会做到未来的梦,0,1774613836,IP属地：安徽
296853126400,0,万物本为一,所以我为什么会被克苏鲁三柱神绑架呢？[微笑]（具体情况想了解的话可以直接问，不过时间过去的有点长了，我记不清细节了，只能大致讲[笑哭]）,1,1774613643,IP属地：山西
296853088720,0,外星来饼,醒来后记忆比较深刻的梦都会记下来，但是逻辑感觉越捋越不顺,0,1774613641,IP属地：四川
296852813024,0,不会飞的绿脑袋嘎嘎,我经常看影视剧，所以有时候会做那种有很多剧情的，而且剧情有逻辑，能形成闭环，有头有尾的。每次做这种梦，我都会马上记录下来，我一直都想把那些梦可视化，现在有了ai，做出来的概率大大提高了哈哈哈,0,1774613441,IP属地：内蒙古
296852808368,0,小白的BCI课堂,好喜欢这种大胆的尝试。心理学专业的路过，来解释一下[doge]，后面讲的这种大家共同做同一种梦，实际上是因为睡眠/梦境和记忆有非常高的相关性，我们的最重要的记忆巩固之一就发生在睡眠过程中[OK],3,1774613434,IP属地：北京
294329771841,0,白井骷髅抠,reading steiner？,0,1774613352,IP属地：江苏
296852418384,0,凯风启程Voyager,梦01. 前情提要：我是学习委员，开学后经常要给同学们转发各种缓考补考的通知。前年九月份，我梦到自己和缓考的同学在一个大的阶梯教室里一起参加补考，但我不是要补考的，就坐在最后一排，可以说是混迹其中。开考前，老师们拿着答题卡和试卷走进教室，整个考场的空气中弥漫着一股蛋糕店独有的香味。答题卡竟然是一层薄薄的虎皮蛋糕。我坐在最后一排，迫切地等前面的同学把答题卡传到我这里来，以及周围的同学将多余的答题卡传给我。开考后，大家都在答题，而我吃起了答题卡，像炼奶一样的味道，甜甜的，好好吃,1,1774613239,IP属地：广东
294329420833,0,软索套猛虎,"https://b23.tv/g2MSRCB

                        

                     
sadfafafa",1,1774613234,IP属地：河北
294329275105,0,软索套猛虎,"https://b23.tv/g2MSRCB

                        

              safafsafa",1,1774613153,IP属地：河北
294329234049,0,百分之922,前几天我做梦笑醒了有一样的吗[doge],0,1774613075,IP属地：黑龙江
294329138273,0,萌新的无奈,鬼压床，曾经有过，集体宿舍，同事就在旁边，我能看到，但是开不了口，动不了，想喊喊不出来，等我能动的时候,1,1774613006,IP属地：广东
294329129329,0,胡凯某,我初中做过，我突然发现我在教室后面，我转头很慢，我发现我在梦中,1,1774612989,IP属地：广东
294329083553,0,一位路过的癫骑,现在在梦里不用怕了,1,1774612975,IP属地：湖北
296851796784,0,LL-Drong,总觉得这个主题的内容在英语阅读理解中出现过[笑哭],0,1774612878,IP属地：湖北
294328822897,0,不爱山水的煜,我做过的梦，尤其是浅睡眠的时候，梦到的内容在未来的某一天一定会发生,0,1774612796,IP属地：湖北
294328654785,0,死即举大名尔,我印象最深的梦是梦见抗美援朝,0,1774612701,IP属地：辽宁
294328596177,0,软索套猛虎,"https://b23.tv/g2MSRCB

                        

                     
sadafafasafa",1,1774612677,IP属地：河北
296850932640,0,無名1234,夢到喜歡的人和我告白,0,1774612423,IP属地：中国台湾
296850708832,0,白-琳琳,我已经做梦被核弹炸了好几回了,0,1774612315,IP属地：广西
294327951809,0,懒羊羊的派大星,鄙人现在已经可以意识到梦境并随意打破，但是醒了感觉好无聊，而且印象深刻,0,1774612290,IP属地：河北
294327514369,0,537Tt,昨天被告知要强制退宿，结果梦到学校下很大的一场雨，天气也很阴[大哭],1,1774612077,IP属地：山西
294327416353,0,九敏狐,我的梦是这个类型的：xx x（人）带我XXX(干什么事)，我说这是梦，这绝对不是真的。很奇怪为什么我能在梦里有很强的自我意识。,0,1774611999,IP属地：上海
294327468833,0,五颜六色汤圆圆,之前有做过一次且只有一次，梦里我的亲人离世，我就感觉自己在梦里一直哭一直哭，到早上醒来并没有流泪，但是心里还是很难受，搞得我抑郁了好几天,0,1774611994,IP属地：浙江
296849516752,0,无用阶层,有好几次梦到自己裸奔了，还有手机断裂,0,1774611648,IP属地：湖北
294326618849,0,冰雪Ice_snowy,想问一下大家在梦中会不会出现和现实互补的内容，在梦中以潜意识做现实中不会做的事（不是控梦，而是在梦里很自然地变成一个与现实中自己不同的人）我在现实中是个有点强迫思维，没什么情绪的人，但是在梦里我有时候会表现得很任性，比如因为不想吃火车上的快餐就和爸妈大吵大闹，随意改变决定，或者在演唱会结束前就离开（在现实中，即使不喜欢我一般也会等到活动结束再走，感觉不看完就会错过什么）并且我发现在梦中潜意识真的能影响走向，让一些逻辑上一定会发生的事不发生，比如在我的一个梦里我妈发生了空气栓塞，但是她依然活了两天，到梦结束时都没死，可能因为我不太想让这件事在梦中发生…感觉在梦中反而更有对现实的掌控感,0,1774611499,IP属地：湖北
294326645601,0,sssjwkqo,我从小一直都会做噩梦，到现在。特别特别恐怖的梦我会记下来。而且经常在梦里知道自己在做梦。,0,1774611474,IP属地：广东
294326561729,0,bili_44181211210,之前我做过一个梦，我在梦里，但是我能操控我的梦。,0,1774611396,IP属地：河北
294325895233,0,野电菌,昨天还梦到公司立项一直没完成，搞得我好焦虑，今天硬着头皮把立项资料写完了,0,1774611053,IP属地：广东
294325762433,0,_郭橐驼_,今天早上梦见自己在大商场里裸奔...,0,1774610915,IP属地：辽宁
296848290320,0,白糖衣浙,啊，那个起跑飞天的梦我之前也一直做，但飞着特不容易，有时候还会忘了上次是怎么飞的了，然后就飞不起来了，或者飞起来就掉下去[灵魂出窍],0,1774610914,IP属地：北京
294325649649,0,穆修獒,这样是不是就可以把灾厄大王引出来,0,1774610899,IP属地：湖南
296848101040,0,6个硬币能修改啥,曾做过很多类似的奇怪的梦。大致是事情的前因后果过程同时发生，被我一点点梦到，最后构筑出或是观测出整件事的全貌,2,1774610738,IP属地：江苏
296847960048,0,kii_sanyaOvO,偶买噶屎，我经常梦见自己死亡，感觉死已经不是什么稀奇的事了。有时候我在噩梦里发现情况特别危险时，我都打算自sha来让自己能醒来，这真的很诡异。,1,1774610655,IP属地：四川
294325188049,0,冰红茶马尿,有人听说过控梦吗？[doge][doge][doge],3,1774610643,IP属地：重庆
296847877472,0,那只某汛,我跟我朋友做过好几个细节都十分相似的梦，奇怪的是，我们的梦并不完整，但拼在一起很完整,1,1774610629,IP属地：河北
296847940512,0,爱好乐高的A35K,车迷，梦见拍到动检[笑哭]然后醒来去翻相册,0,1774610622,IP属地：浙江
294325280865,0,peng鹏于晏,梦里出现的人经常看不到脸，但是我在梦里就是知道他是谁   醒来后发现又不记得梦到谁了,0,1774610620,IP属地：广东
296847664768,0,三国百将牌,梦到穿越回去和大小乔打牌，场上出现了6张2……[哦呼],71,1774610536,IP属地：上海
296847425568,0,黎明有星辰啊,[嗑瓜子][嗑瓜子][蹲蹲][蹲蹲][蹲蹲][蹲蹲],0,1774610403,IP属地：山东
294324700337,0,sunf-ish,你们的梦中总是会出现自己吗？（比如说你是否还像人一样存在）我梦到过我玩的游戏，但我不知道我是否成为了角色（跟人、动物等的形状基本无关）还是像现实一样操控它，还是我只是看到了画面（与现实真正存在的场景完全无关）。大脑既然可以捏造画面，那是不是也模拟出来了意识？,0,1774610338,IP属地：北京
296847174496,0,ImReese,那我今天又做了一个梦，就是早上好像大概六六七点吧，为什我梦到我和我妈一群人被绑到了一个地方，然后其中一个女的她说我们准备要逃跑了，然后他就被枪给扫射没了。然后呢，那些人又扫射了很多人，就是旁边我一个人，他就是被击中了，蹦一下血就四溅。那么在第二个成当中，就是我们被绑到一个大转盘上面，不停的转啊转，然后同意也是也是拿枪随机扫射人。因为我妈在我旁边，然后我被一个人想踩起脚，但我就挣脱了我那个人。后来又盯上了我妈想干嘛我就我就不说了，后面呢，他想拿枪对准他我妈，然后我就醒了,0,1774610249,IP属地：上海
296846865440,0,厉风哟,我基本天天做梦，除非特别困睡着的[doge]我有几次还靠意志力从梦里醒来了,3,1774610092,IP属地：湖北
294324159441,0,没烦恼轩同学,我青春期做的梦可以表现出来吗[微笑],2,1774610034,IP属地：天津
294324095825,0,红院猫馆长,我在梦里特别脚滑，经常梦到自己没穿鞋只穿着袜子，想上楼梯，脚却一直打滑上不去[笑哭],1,1774609925,IP属地：浙江
294323880881,0,仁午完人,我小时候梦见过一个很大的石头压在身上,0,1774609827,IP属地：河南
294323785953,0,NO无所,以前做过一个很喜欢的梦 是我特别喜欢追求的场景 但是目前为止再也做不到这种梦了[思考],2,1774609800,IP属地：广东
294323662977,0,听说这样会中,祝大家好梦,1,1774609728,IP属地：福建
296846102656,0,imitator_,我特别喜欢做梦，感觉每次做梦都像是去到不同的副本世界，好玩[惊喜],10,1774609670,IP属地：宁夏
294323548177,0,loayan,强烈建议开源这个APP,0,1774609665,IP属地：广东
294323607633,0,旗帜工作室,其实当你意识到你在做梦时，你就离醒不远了,1,1774609632,IP属地：广西
294323288081,0,梨米朵,陌生人可以给个安慰吗,1,1774609483,IP属地：海南
294323068177,0,一颗急蛋,标题党了，明明不止100人😡,0,1774609375,IP属地：福建
294323067921,0,旗帜工作室,我做的梦通常都是，莫名其妙的被冤枉成做错事的人，然后别人一直追，我一直跑一直跑的那种,19,1774609375,IP属地：广西
294322778945,0,-逍一遥,做梦跑不快，拳脚使不出力气,0,1774609195,IP属地：广西
296845042352,0,余于0wO,[打call][打call][打call],1,1774609061,IP属地：广东
296845040544,0,余于0wO,[星星眼],0,1774609057,IP属地：广东
294322561809,0,亡灵岁灵5,小一点的时候梦里经常会出现视野放大的场景,0,1774609045,IP属地：河北
294322298801,0,传奇访客666,我做过一个很诡异的梦 反正就是一个游戏然后被困在里面了 里面很无聊 有一个大厅 里面还有玩家 但是感觉很诡异 玩完一个后就会莫名传送到一个地方 还有一个在风车底下 意识到自己在做梦后打了自己一巴掌 发现有痛觉 这个我印象很深 当时我梦里觉得有痛觉 最后发现出不去 一直在重复的游戏给徘徊 然后大喊一声我要出去就行了 这真的很诡异 [嘘声],0,1774608908,IP属地：河南
294322199649,0,一些璃玲,我每天都会做好几个梦，特别累，什么样的梦都有。唯一一次一夜无梦，我记得很清楚，眼前一片白，体感上才过去半个小时不到，天就亮了，并且我觉得特别轻松。,0,1774608863,IP属地：上海
296844434640,0,蓝小威Sam,我几乎天天睡觉都会做梦，一开始醒来会记录，后面太花时间了还会影响我的睡眠就没记录了,0,1774608765,IP属地：广东
296844217456,0,小方狗-开学已死,有无人是和我一样梦一醒就忘了。。。,0,1774608670,IP属地：重庆
294321740593,0,是一只小笼包吖,我的梦都是碎片化的 有的梦甚至能连起来 堪比大型连续剧,1,1774608624,IP属地：河北
296844017248,0,苦逼的锦鲤,我想分享一件事，小的时候我和姐姐睡一张床，醒来后觉得做的梦很好玩，就跟我姐分享了一下，然后我姐在听了一会后很惊讶的告诉我了后半段，几乎吻合，可以说除了视角不同剩下的完全一样。现再想想真挺神奇的[微笑]（就是不知道有没有相关的论文或研究[思考]）,3,1774608503,IP属地：安徽
294321600065,0,azhehe_米泽,为什么同一个视频会有两个封面🤔,10,1774608471,IP属地：陕西
296843820784,0,nnnmixe,这小子最精了，换个封面又多了好多播放量,0,1774608445,IP属地：重庆
296843582336,0,万山狐影,还好弹幕多而且我是用手机看的，完全没被吓到[奥特曼平成三杰_点赞],0,1774608323,IP属地：上海
296843623296,0,就那个YUKI,做过掉牙的梦，血水和牙在嘴里，但吐出来却都是骰子,0,1774608308,IP属地：河南
294320765681,0,很神秘的昵称,最恐怖的梦是梦到自己在上厕所,28,1774608025,IP属地：广西
294320822705,0,是刘小明啊,05：50左下角字打错了，“摄影师”不是“摄影时”[藏狐],1,1774608002,IP属地：贵州
296842776368,0,DGTask,万万没想到，遥控器和 App 我参与设计的[doge_金箍],0,1774607888,IP属地：广东
294320403809,0,白哈游,你们做梦是第一人称还是第三人称？我一直以来做的梦都是第三人称。我幻想也幻想第三人称。[藏狐]会不会是这个导致的？,0,1774607775,IP属地：河北
296842564832,0,小小鸭头酱,不知道有没有人和我一样 我目前为止已经连续做了四五个月的梦了 而且每天醒来都能记住做过的梦 导致每天睡醒都很累 不管是午休还是晚上睡觉都会做梦 有时候第二天还会做前一天的梦的续集 我以为是和我吃的喹硫平有关 结果我断药的一个月还是在不间断做梦 到底怎么才能不做梦 我好累啊[大哭],1,1774607728,IP属地：江苏
294320169393,0,启明拂晓,我现在半夜梦醒有意识得复盘记忆一遍，再睡醒还是能保留很多的，但是三四天后就一点也记不得了，可能需要提供笔记来加深记忆,0,1774607649,IP属地：山东
296842410016,0,4everKobe24,做梦的确跑步很累，还有就是多次梦到开车刹车很难刹停,0,1774607640,IP属地：广西
296841946320,0,洛兮ch,《非法智慧》[doge],0,1774607414,IP属地：福建
296841741664,0,爱挖矿的镐子君,太巧了吧，前几天我在晚上睡觉时就设想过这个东西[支持],1,1774607341,IP属地：河南
296841542208,0,Hisfeverk,我一直认为人的大脑和意识都是ai,1,1774607199,IP属地：天津
296841384304,0,哎呀我不想取名字,我从来没有一天是不做梦的，我每天从梦里面入睡又醒来，反正我没法想象不做梦是什么感觉,1,1774607130,IP属地：上海
294319143585,0,暖宝l,真的梦到过TIM，梦里我们一起参加了一场拍摄，我们两个是搭档，拍摄结束后，我一直在纠结，在思想斗争要不要加TIM的微信[笑哭],1,1774607035,IP属地：上海
296840986352,0,切刀三河理,@Vetil,1,1774606896,IP属地：河南
296840557664,0,米老鼠Hi,白天玩4399，晚上梦见我在我奶家的院子利用上钩拳起飞了，猜一猜我玩的是什么？,1,1774606724,IP属地：山西
294318529361,0,万小圣好方,前几天做了人生第一个可以控制的梦，做梦到最后变成无限循环起床，然后脑海里出现了个时钟的画面，顿时脊背发凉，然后立马就醒了,0,1774606716,IP属地：河北
294318589313,0,WIND伤风,我梦到了一个陀螺在一个线上，一直走,0,1774606703,IP属地：山东
294318407617,0,喵欣-猫猫夜喵,梦到我们学校塌了，作业全没了（要是真是这样就好了）,0,1774606586,IP属地：上海
296840296992,0,猫jojo是我家猫,前几天做梦，梦见看历史书，书上的希特勒顶着了蔡徐坤的发型，我就在那里笑他丑，结果书一关就看见希特勒的尸体在我旁边，突然他就把眼睛睁开了，还在流血，把我吓惨了，再也不说别人坏话了[捂脸][捂脸][捂脸],2,1774606557,IP属地：四川
